"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Squat",2018-07-28,5,190,,2,,"190 lb || 2 reps","64"
"Barbell Squat",2018-07-28,6,240,,5,,"240 lb || 5 reps","134"
"Barbell Squat",2018-07-28,7,240,,5,,"240 lb || 5 reps","134"
"Barbell Squat",2018-07-28,8,240,,5,,"240 lb || 5 reps","134"
"Barbell Squat",2018-07-30,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-30,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-30,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-30,4,145,,3,,"145 lb || 3 reps","56"
"Barbell Squat",2018-07-30,5,195,,2,,"195 lb || 2 reps","67"
"Barbell Squat",2018-07-30,6,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2018-07-30,7,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2018-07-30,8,245,,5,,"245 lb || 5 reps","138"
"Barbell Squat",2018-08-03,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-03,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-08-03,3,150,,3,,"150 lb || 3 reps","58"
"Barbell Squat",2018-08-03,4,200,,2,,"200 lb || 2 reps","69"
"Barbell Squat",2018-08-03,5,250,,5,,"250 lb || 5 reps","143"
"Barbell Squat",2018-08-03,6,250,,5,,"250 lb || 5 reps","143"
"Barbell Squat",2018-08-03,7,250,,5,,"250 lb || 5 reps","143"
"Barbell Squat",2018-08-06,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-06,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-06,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-08-06,4,150,,3,,"150 lb || 3 reps","58"
"Barbell Squat",2018-08-06,5,200,,2,,"200 lb || 2 reps","69"
"Barbell Squat",2018-08-06,6,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2018-08-06,7,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2018-08-06,8,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2018-08-11,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-11,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-11,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-08-11,4,150,,3,,"150 lb || 3 reps","58"
"Barbell Squat",2018-08-11,5,200,,2,,"200 lb || 2 reps","69"
"Barbell Squat",2018-08-11,6,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2018-08-11,7,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2018-08-11,8,255,,5,,"255 lb || 5 reps","148"
"Barbell Squat",2018-08-13,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-13,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-13,3,100,,5,,"100 lb || 5 reps","52"
"Barbell Squat",2018-08-13,4,155,,3,,"155 lb || 3 reps","60"
"Barbell Squat",2018-08-13,5,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2018-08-13,6,260,,5,,"260 lb || 5 reps","153"
"Barbell Squat",2018-08-13,7,260,,5,,"260 lb || 5 reps","153"
"Barbell Squat",2018-08-13,8,260,,5,,"260 lb || 5 reps","153"
"Barbell Squat",2018-08-18,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-18,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-18,3,105,,5,,"105 lb || 5 reps","54"
"Barbell Squat",2018-08-18,4,155,,3,,"155 lb || 3 reps","60"
"Barbell Squat",2018-08-18,5,210,,2,,"210 lb || 2 reps","74"
"Barbell Squat",2018-08-18,6,265,,5,,"265 lb || 5 reps","158"
"Barbell Squat",2018-08-18,7,265,,5,,"265 lb || 5 reps","158"
"Barbell Squat",2018-08-18,8,265,,5,,"265 lb || 5 reps","158"
"Barbell Squat",2018-08-20,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-20,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-20,3,105,,5,,"105 lb || 5 reps","54"
"Barbell Squat",2018-08-20,4,160,,3,,"160 lb || 3 reps","62"
"Barbell Squat",2018-08-20,5,215,,2,,"215 lb || 2 reps","76"
"Barbell Squat",2018-08-20,6,270,,5,,"270 lb || 5 reps","164"
"Barbell Squat",2018-08-20,7,270,,5,,"270 lb || 5 reps","164"
"Barbell Squat",2018-08-20,8,270,,5,,"270 lb || 5 reps","164"
"Barbell Squat",2018-08-25,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-25,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-25,3,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2018-08-25,4,165,,3,,"165 lb || 3 reps","64"
"Barbell Squat",2018-08-25,5,220,,2,,"220 lb || 2 reps","79"
"Barbell Squat",2018-08-25,6,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2018-08-25,7,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2018-08-25,8,275,,5,,"275 lb || 5 reps","169"
"Barbell Squat",2018-08-29,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-29,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-08-29,3,110,,5,,"110 lb || 5 reps","55"
"Barbell Squat",2018-08-29,4,165,,3,,"165 lb || 3 reps","64"
"Barbell Squat",2018-08-29,5,220,,2,,"220 lb || 2 reps","79"
"Barbell Squat",2018-08-29,6,280,,2,,"280 lb || 2 reps","118"
"Barbell Squat",2018-08-29,7,280,,4,,"280 lb || 4 reps","160"
"Barbell Squat",2018-08-29,8,280,,1,,"280 lb || 1 reps","96"
"Barbell Squat",2018-09-01,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-09-01,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-09-01,3,110,,5,,"110 lb || 5 reps","55"
"Barbell Squat",2018-09-01,4,165,,3,,"165 lb || 3 reps","64"
"Barbell Squat",2018-09-01,5,220,,2,,"220 lb || 2 reps","79"
"Barbell Squat",2018-09-01,6,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2018-09-01,7,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2018-09-01,8,280,,5,,"280 lb || 5 reps","175"
"Barbell Squat",2018-09-03,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-09-03,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-09-03,3,110,,5,,"110 lb || 5 reps","55"
"Barbell Squat",2018-09-03,4,170,,3,,"170 lb || 3 reps","67"
"Barbell Squat",2018-09-03,5,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2018-09-03,6,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2018-09-03,7,285,,5,,"285 lb || 5 reps","181"
"Barbell Squat",2018-09-03,8,285,,1,,"285 lb || 1 reps","99"
"Barbell Squat",2018-09-08,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-09-08,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-09-08,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-09-08,4,155,,3,,"155 lb || 3 reps","60"
"Barbell Squat",2018-09-08,5,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2018-09-08,6,260,,5,,"260 lb || 5 reps","153"
"Barbell Squat",2018-09-08,7,260,,5,,"260 lb || 5 reps","153"
"Barbell Squat",2018-09-08,8,260,,5,,"260 lb || 5 reps","153"
"Barbell Squat",2018-10-01,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-10-01,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-10-01,3,105,,5,,"105 lb || 5 reps","54"
"Barbell Squat",2018-10-01,4,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2018-10-01,5,160,,3,,"160 lb || 3 reps","62"
"Barbell Squat",2018-10-01,6,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2018-10-01,7,200,,5,,"200 lb || 5 reps","102"
"Barbell Squat",2018-10-01,8,225,,6,,"225 lb || 6 reps","128"
"Barbell Squat",2018-10-01,9,105,,10,,"105 lb || 10 reps","63"
"Barbell Squat",2018-10-01,10,105,,10,,"105 lb || 10 reps","63"
"Barbell Squat",2018-10-01,11,105,,10,,"105 lb || 10 reps","63"
"Barbell Squat",2018-11-12,4,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-05-17,10,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-05-17,11,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-05-17,12,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-05-20,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-05-20,2,75,,5,,"75 lb || 5 reps","44"
"Barbell Squat",2019-05-20,3,75,,5,,"75 lb || 5 reps","44"
"Barbell Squat",2019-05-20,4,75,,5,,"75 lb || 5 reps","44"
"Barbell Squat",2019-07-05,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-07-22,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-07-22,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-07-22,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-07-25,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-07-25,2,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2019-07-25,3,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2019-07-25,4,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2019-10-06,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-10-08,1,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2019-10-10,2,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2019-11-04,2,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2019-11-04,3,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2019-11-04,4,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2019-11-06,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-11-06,3,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2019-11-08,4,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2019-11-08,5,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2019-11-08,6,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2019-11-08,7,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2019-11-13,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-11-13,2,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2019-11-13,3,105,,5,,"105 lb || 5 reps","54"
"Barbell Squat",2019-11-13,4,105,,5,,"105 lb || 5 reps","54"
"Barbell Squat",2019-11-13,5,105,,5,,"105 lb || 5 reps","54"
"Barbell Squat",2019-11-16,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2019-11-16,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2019-11-16,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2019-11-16,4,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2019-11-16,5,135,,5,,"135 lb || 5 reps","66"
